Vendor ID,Vendor Name,Country,Territorial Scope,Environment,Type of Service,International Transfer,Cookie Max Age (days),Data Retention (days)
31,Ogury Ltd,United Kingdom,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","SSP, DSP, Ad Serving, Header Bidding Service","Adequacy Decision, SCCs, Supplementary measures",183,400
1368,OLYZON,France,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER",Native App (CTV),Other,"Adequacy Decision, SCCs",,1
1463,Omnidex Technologies LTD,United Kingdom,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile)","SSP, Ad Serving","Adequacy Decision, SCCs",365,365
304,On Device Research Limited,United Kingdom,"FR, DE, IT, ES, GB","Web, Native App (Mobile), Native App (CTV)","Campaign Analytics, Audience Analytics",No,30,90
716,OnAudience Ltd,United Kingdom,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","DMP / Data Provider, Identity Resolution Service, Audience Analytics","Adequacy Decision, SCCs",365,365
1468,OnCore Digital Media,United States,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile), Native App (CTV), Other","SSP, DSP, Ad Serving, Header Bidding Service, Other",No,,
509,One Tech Group GmbH,Germany,DE,Web,Ad Serving,No,365,0**
708,OneFootball GmbH,Germany,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)",Ad Serving,"Adequacy Decision, SCCs, Supplementary measures",1825,365
1269,OneLog AG,Switzerland,CH,"Web, Native App (Mobile), Native App (CTV)",Identity Resolution Service,No,396,365
1006,Onesoon Limited t/a Adalyser,United Kingdom,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB",Web,"Website Analytics, Campaign Analytics",No,730,
241,OneTag Limited,United Kingdom,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","SSP, DSP, Ad Serving, Header Bidding Service",No,395,548
617,Onfocus (Adagio),France,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","SSP, Header Bidding Service",SCCs,60,60
719,Online Advertising Network Sp. z o.o.,Poland,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","DMP / Data Provider, Identity Resolution Service, Buyer, Campaign Analytics, Audience Analytics","Adequacy Decision, SCCs",365,365
883,Online Media Solutions LTD,Germany,"AT, BE, DK, FR, DE, HU, IT, LU, NL, ES, SE, CH, GB",Web,"SSP, Ad Serving, Header Bidding Service",Adequacy Decision,,30
602,Online Solution,Germany,"AT, DE, CH","Web, Native App (Mobile), Native App (CTV), Other","SSP, DSP, Verification Tool, Ad Serving, Header Bidding Service, DMP / Data Provider, Content Delivery Network, Campaign Analytics",No,365,30
1061,onlineumfragen.com GmbH,Switzerland,"AT, DE, LI, CH",Web,"Ad Serving, Other",No,0*,365
255,Onnetwork Sp. z o.o.,Poland,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile)","DMP / Data Provider, Content Delivery Network",No,50,0**
1049,OnProspects Ltd,United Kingdom,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","DSP, DMP / Data Provider, Identity Resolution Service, Buyer, Campaign Analytics, Audience Analytics","Adequacy Decision, SCCs",365,365
280,Open Web Technologies Ltd,Israel,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile)","SSP, Ad Serving, Header Bidding Service","Adequacy Decision, SCCs",365,90
1263,Opensignal Limited,Ireland,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER",Native App (Mobile),Other,SCCs,,750
69,OpenX,Poland,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","SSP, Header Bidding Service, Identity Resolution Service",SCCs,365,90
1135,Opera Software Ireland Limited,Ireland,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","SSP, DSP, Header Bidding Service","Adequacy Decision, SCCs",365,180
488,Opinary (Affinity Global GmbH),Germany,"AT, DE, IE, NL, RO, ES, CH, GB",Web,"Ad Serving, DMP / Data Provider, Audience Analytics",SCCs,60,90
227,Opt Out Advertising B.V.,Netherlands,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile), Native App (CTV), Other","SSP, DSP, Ad Serving, Header Bidding Service, Content Delivery Network, Buyer, Campaign Analytics, Other",No,366,90
915,Opti Digital SAS,France,"BE, FR, DE, IE, PL, PT, RO, ES, CH, GB","Web, Native App (Mobile)","SSP, Ad Serving, Header Bidding Service, Website Analytics, Other",No,90,365
1266,Optima Network SL,Spain,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER",Web,Header Bidding Service,No,120,120
1148,ORANGE CLICK MEDIA & COMMERCE LTD,E9 6ab,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile), Native App (CTV), Other","SSP, Ad Serving, Header Bidding Service, DMP / Data Provider, Recommendation Service, Buyer, Campaign Analytics, Audience Analytics",No,400,400
137,OS Data Solutions GmbH,Germany,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV), Other","DSP, DMP / Data Provider, Audience Analytics","Adequacy Decision, SCCs, Supplementary measures",90,180
559,Otto GmbH & Co. KGaA,Hamburg,DE,"Web, Native App (Mobile)","SSP, DSP",SCCs,365,365
1338,OursBlanc,France,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB",Web,"SSP, DSP",No,,
164,Outbrain UK.,United Kingdom,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","SSP, DSP, Ad Serving, Header Bidding Service, Recommendation Service","Adequacy Decision, SCCs",396,396
1471,Overwolf ltd.,Israel,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER",Web,"SSP, Ad Serving",No,1825,2555
1527,"Panxo Stacks, inc",United States,"DK, FI, FR, DE, GR, IT, NL, ES, SE, GB",Web,"SSP, DSP, Header Bidding Service, Buyer, Audience Analytics",No,365,365
466,Papirfly AS,Norway,"CZ, FI, NO, SE, GB",Web,Ad Serving,No,,0**
1523,PayPal Inc.,United States,"DE, GB","Web, Native App (Mobile)","Ad Serving, Campaign Analytics, Audience Analytics","Adequacy Decision, SCCs, BCRs",365,1825
1516,Peer39,United Kingdom,"AT, BE, DK, FI, FR, DE, GR, IE, IT, LU, NL, NO, PT, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","DMP / Data Provider, Campaign Analytics",No,,
976,Pelmorex Corp.,Spain,ES,"Web, Native App (Mobile)",DSP,No,365,730
1227,"PerformMedia.com, Inc.",Germany,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER",Web,"DSP, Buyer, Campaign Analytics",SCCs,180,180
139,Permodo GmbH,Germany,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB",Native App (Mobile),Buyer,No,,90
361,Permutive Limited,Austria,"AT, DK, FI, FR, DE, NO, ES, SE, GB","Web, Native App (Mobile), Native App (CTV)",DMP / Data Provider,"Adequacy Decision, SCCs",183,
1508,Persona.ly,Israel,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Native App (Mobile), Native App (CTV)",DSP,SCCs,,30
856,Petal Ads,Ireland,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Native App (Mobile), Native App (CTV)","SSP, DSP, Verification Tool, Ad Serving, Header Bidding Service, DMP / Data Provider, Identity Resolution Service, Recommendation Service, Buyer, Campaign Analytics, Audience Analytics, Other",No,,365
516,Pexi B.V.,Netherlands,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Other","Ad Serving, Header Bidding Service, Content Delivery Network, Campaign Analytics, Other",No,,0**
1353,PGAM Media LLC,The Usa,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)",SSP,"Adequacy Decision, SCCs",14,14
1101,PIA Advertising GmbH,Germany,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV), Other","DSP, Verification Tool, Ad Serving, Header Bidding Service, DMP / Data Provider, Recommendation Service, Website Analytics, Buyer, Campaign Analytics, Audience Analytics",No,90,365
412,Piano Software Inc.,Slovakia,"AT, BE, HR, CZ, DK, EE, FI, FR, DE, IE, IT, LV, LT, LU, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","DMP / Data Provider, Recommendation Service, Website Analytics, Campaign Analytics, Audience Analytics","Adequacy Decision, SCCs, BCRs, Supplementary measures",730,1096
1492,PickWell Data Limited,Ireland,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Native App (Mobile), Native App (CTV)","DMP / Data Provider, Identity Resolution Service, Audience Analytics","Adequacy Decision, SCCs",,365
727,Pinpoll GmbH,Austria,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV), Other","Ad Serving, DMP / Data Provider, Website Analytics, Audience Analytics, Other",No,30,30
384,"Pixalate, Inc.",Ireland,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","Verification Tool, Campaign Analytics, Other","Adequacy Decision, SCCs",728,
1443,Pixels AI Ltd,United Kingdom,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB",Web,Recommendation Service,No,365,365
839,PixFuture Media Inc.,Canada,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile), Native App (CTV)","SSP, Ad Serving, Header Bidding Service",No,365,30
127,PIXIMEDIA,France,"BE, CZ, FR, DE, RO, ES, GB","Web, Native App (Mobile), Native App (CTV)","DSP, Ad Serving, Header Bidding Service, Buyer",No,30,180
140,Platform161 B.V.,The Netherlands,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV), Other",DSP,No,395,0**
1495,Playable ApS,Denmark,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER",Web,Other,No,30,90
1302,Playdigo Inc,United States,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","SSP, Ad Serving, Header Bidding Service","Adequacy Decision, SCCs",,
1524,PLAYSTREAM MEDIA,India,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile), Native App (CTV)","SSP, Ad Serving, Header Bidding Service",No,365,365
1131,Playwire LLC,United Kingdom,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Other","Ad Serving, Header Bidding Service, DMP / Data Provider, Identity Resolution Service, Campaign Analytics, Audience Analytics",SCCs,90,365
961,PML Innovative Media,Chile,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (CTV)","SSP, Ad Serving",Supplementary measures,90,4320
1446,"Podible, Inc (Podscribe)",United States,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile)",Campaign Analytics,Supplementary measures,,
297,Polar Mobile Group Inc.,Canada,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)",Ad Serving,Adequacy Decision,,3650
1454,Pontiac Intelligence LLC,United Kingdom,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)",DSP,No,90,365
803,POWERENGINE PTE.LIMITED,Singapore,"AT, BE, BG, CY, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","SSP, DSP, Header Bidding Service",No,0*,90
1350,Prado Media Ltd.,Canada,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","SSP, DSP, Ad Serving, Header Bidding Service, Buyer",Adequacy Decision,365,3650
874,PRECISO SRL,Italy,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile)","DSP, Ad Serving, Buyer, Audience Analytics",No,360,540
1037,Pressboard Media Inc,Germany,"FR, DE, GR, IT, ES, SE, GB",Web,Website Analytics,"Adequacy Decision, SCCs, Supplementary measures",,
1185,Prisma Media,France,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile)","SSP, Ad Serving, Header Bidding Service, Identity Resolution Service",Adequacy Decision,,700
1344,ProgrammaticX LTD,United Kingdon,"AT, BE, DK, FR, DE, HU, IT, LU, NL, ES, SE, CH, GB","Web, Native App (Mobile)","SSP, Ad Serving, Header Bidding Service",No,,30
1032,Project Agora Ltd,Cyprus,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB",Web,"Ad Serving, Header Bidding Service, Other",No,,0**
952,ProSiebenSat.1 Digital Data GmbH,Germany,"AT, BE, CZ, DK, FR, DE, IT, NL, PL, RO, SK, ES, SE, CH, GB, OTHER","Web, Native App (Mobile), Native App (CTV), Other","DMP / Data Provider, Website Analytics, Campaign Analytics, Audience Analytics","Adequacy Decision, SCCs",730,760
762,Protected Media LTD,Germany,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)",Verification Tool,"Adequacy Decision, SCCs",,365
427,Proxi.cloud sp. z o.o.,Poland,PL,Native App (Mobile),"DMP / Data Provider, Buyer, Campaign Analytics, Audience Analytics",No,,3650
418,PROXISTORE,Belgium,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile)","DSP, Buyer",No,396,395
725,Pubfinity LLC,Austria,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Other","SSP, DSP, Ad Serving, Header Bidding Service",SCCs,3650,4320
1277,Public Good Software Inc.,United Kingdom,"IE, GB",Web,"Ad Serving, Buyer",No,,1825
860,Publica LLC,United States,"AT, BE, DK, FI, FR, DE, GR, IE, IT, LU, NL, NO, PL, PT, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","Ad Serving, Header Bidding Service",No,60,30
1465,Publica4 AG,Switzerland,"AT, BE, HR, FR, DE, IT, LI, LU, NL, ES, CH, GB","Web, Native App (Mobile), Native App (CTV)","SSP, DSP, Ad Serving, Header Bidding Service, DMP / Data Provider, Content Delivery Network, Website Analytics, Buyer, Campaign Analytics, Audience Analytics",No,90,396
226,Publicis Media GmbH,Germany,"AT, DE, CH","Web, Native App (Mobile), Native App (CTV)",DMP / Data Provider,No,1825,730
1260,Publicis One Spain S.L.,Spain,ES,"Web, Native App (Mobile), Native App (CTV), Other","DMP / Data Provider, Identity Resolution Service, Recommendation Service, Buyer, Campaign Analytics, Audience Analytics",No,58,365
850,"Publisher First, Inc.",United States,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile)","Ad Serving, Header Bidding Service, Website Analytics, Audience Analytics",Adequacy Decision,7,730
1410,publuence GmbH,Germany,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile)",Campaign Analytics,No,,30
76,"PubMatic, Inc",United States,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","SSP, Header Bidding Service","Adequacy Decision, SCCs",1827,40
1408,Pubstack,France,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile), Native App (CTV)","SSP, Header Bidding Service, Website Analytics, Campaign Analytics, Audience Analytics",No,180,180
1485,Pubx AI LTD,United Kingdom,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB",Web,Other,"Adequacy Decision, SCCs, BCRs",,90
81,"PulsePoint, Inc.",United Kingdom,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile), Native App (CTV), Other","SSP, DSP, Ad Serving, Header Bidding Service, Website Analytics, Campaign Analytics",No,1830,366
835,Quality Media Network GmbH,Germany,"AT, FR, DE, IT, CH","Web, Native App (Mobile)",Ad Serving,No,300,30
11,Quantcast,Ireland,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","DSP, Ad Serving, Header Bidding Service, Website Analytics, Campaign Analytics, Audience Analytics","SCCs, Supplementary measures",1825,395
880,Quantyoo GmbH & Co. KG,France,DE,"Web, Native App (Mobile), Native App (CTV), Other","Verification Tool, DMP / Data Provider, Identity Resolution Service, Recommendation Service, Website Analytics, Audience Analytics",No,365,730
993,QUARTER MEDIA GmbH,Germany,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile)","Header Bidding Service, Other",No,90,90
1059,Query Click Limited,United Kingdom,GB,Web,"Website Analytics, Campaign Analytics, Audience Analytics",No,0*,90
1048,Questpass Sp. z o.o.,Poland,PL,Web,Ad Serving,No,,4320
1235,R2B2 a.s.,Czech Republic,"AT, BE, BG, HR, CZ, DK, FI, FR, DE, GR, HU, IT, NL, PL, PT, RO, SK, SI, ES, SE, GB, OTHER","Web, Native App (Mobile), Native App (CTV)",Header Bidding Service,No,90,
1327,RAAS LAB Ltd,United Kingdom,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile)","Ad Serving, Recommendation Service, Buyer, Campaign Analytics",No,,
554,Radio Marketing Service interactive GmbH,Germany,"AT, DE","Web, Native App (Mobile), Native App (CTV), Other",DMP / Data Provider,No,,90
682,Radio Net Media Limited,United Kingdom,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV), Other","SSP, DSP, Ad Serving, Campaign Analytics, Audience Analytics",Adequacy Decision,365,365
60,Rakuten Marketing LLC,France,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","SSP, DSP, Ad Serving, Header Bidding Service, DMP / Data Provider, Buyer, Campaign Analytics, Audience Analytics","Adequacy Decision, SCCs, BCRs, Supplementary measures",730,2555
1180,Raptor Services a/s,Denmark,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER",Web,Recommendation Service,No,365,365
57,RATEGAIN ADARA INC,Spain,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile)","DMP / Data Provider, Audience Analytics, Other","Adequacy Decision, SCCs, Supplementary measures",365,
