Vendor ID,Vendor Name,Country,Territorial Scope,Environment,Type of Service,International Transfer,Cookie Max Age (days),Data Retention (days)
1188,Loop Now Technologies Inc.,Ireland,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile)",Content Delivery Network,SCCs,,365
109,LoopMe Limited,United Kingdom,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","SSP, DSP, DMP / Data Provider, Campaign Analytics, Audience Analytics","Adequacy Decision, SCCs, BCRs",90,396
1467,LoudEcho,Israel,GB,Web,"DSP, Ad Serving, Header Bidding Service, Campaign Analytics","Adequacy Decision, SCCs",30,720
1365,Low Lag Labs,Ireland,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER",Native App (Mobile),Other,SCCs,,1095
1502,Lugh Studio,Spain,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LT, NL, NO, PL, PT, SK, SI, ES, SE, CH, GB",Web,Ad Serving,No,,1
63,Lumen Research Limited,United Kingdom,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile), Native App (CTV)","Verification Tool, Website Analytics, Campaign Analytics",No,,0**
998,Luna Media Group LLC,United States,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","SSP, DSP, Header Bidding Service",No,14,365
1132,Lupon Media,United Arab Emirates,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","SSP, DSP, Ad Serving, Header Bidding Service, Content Delivery Network, Recommendation Service, Website Analytics, Buyer",No,30,90
1429,Lutkan Bv,Netherlands,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile), Native App (CTV), Other","SSP, DSP, Header Bidding Service, Campaign Analytics, Audience Analytics",No,396,365
228,M.D. Primis Technologies Ltd.,Israel,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile)","Ad Serving, Content Delivery Network","Adequacy Decision, SCCs, BCRs, Supplementary measures",25,30
75,M32 Connect Inc,France,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB",Web,"DMP / Data Provider, Audience Analytics",No,365,180
1407,M6 PUBLICITE,France,FR,"Web, Native App (Mobile), Native App (CTV), Other",Ad Serving,No,,396
486,Madington,Sweden,"DK, FI, DE, NO, SE","Web, Other","Ad Serving, Content Delivery Network, Other",No,,30
55,"Madison Logic, Inc.",United Kingdom,"AT, BE, BG, HR, CY, CZ, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (CTV)","Ad Serving, DMP / Data Provider, Content Delivery Network, Recommendation Service, Website Analytics, Campaign Analytics, Audience Analytics, Other",SCCs,45,365
153,MADVERTISE MEDIA,France,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile)","SSP, DSP, Ad Serving, Header Bidding Service, DMP / Data Provider, Content Delivery Network, Buyer, Campaign Analytics",SCCs,,120
202,"Magnite CTV, Inc.",Ireland,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV), Other",SSP,SCCs,365,28
52,"Magnite, Inc.",Ireland,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile)","SSP, Header Bidding Service",SCCs,365,28
493,"Magnite, Inc. (Carbon AI Limited)",Ireland,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile)","DMP / Data Provider, Audience Analytics",SCCs,365,90
943,"Marfeel Solutions, SL (Compass)",Spain,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB",Web,"Recommendation Service, Website Analytics, Audience Analytics",No,365,180
1406,MARKAPP MEDIA LTD,Cyprus,GR,"Web, Native App (Mobile), Native App (CTV)","SSP, DSP, Header Bidding Service, Buyer",No,365,90
1395,"Marketing Science Consulting Group, lnc.",United States,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile), Native App (CTV)",Verification Tool,No,,
770,MARKETPERF CORP,United States,"AT, BE, DK, FI, FR, DE, GR, IE, IT, LU, NL, NO, PL, PT, RO, ES, SE, CH, GB","Web, Native App (Mobile)","DSP, Buyer",Adequacy Decision,365,730
776,Mars Media Group,Bulgaria,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB",Native App (Mobile),SSP,No,,30
1291,Maxetise AB,Sweden,SE,"Web, Native App (Mobile)","Ad Serving, Header Bidding Service",No,30,30
671,MEDIA FORCE COMMUNICATIONS (2007) LTD,Israel,"AT, FR, DE, IT, ES, GB","Web, Native App (Mobile)","DSP, Ad Serving","Adequacy Decision, SCCs",730,365
1555,Media Hafen GmbH,Germany,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile), Native App (CTV)","SSP, DSP","SCCs, Supplementary measures",183,180
1518,Media Lgns Loganglobal SLU,Spain,"IT, PT, ES","Web, Native App (Mobile), Native App (CTV)",Buyer,SCCs,400,90
791,Media Square,France,FR,"Web, Native App (Mobile)","Header Bidding Service, Other",No,90,90
1122,Media-Micro-Census GmbH,Germany,DE,"Web, Native App (Mobile)",Audience Analytics,No,,180
142,Media.net Advertising FZ-LLC,Germany,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile)","SSP, DSP, Ad Serving, Header Bidding Service, Recommendation Service, Buyer",SCCs,396,365
987,Media16 ltd,United Kingdom,"AT, FR, DE, IT, ES","Web, Native App (Mobile), Native App (CTV)","Ad Serving, Buyer",No,,
769,MEDIAMETRIE,France,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile), Native App (CTV), Other","Website Analytics, Audience Analytics",SCCs,390,
1511,Mediarithmics Connect,France,FR,"Web, Native App (Mobile), Native App (CTV)",Identity Resolution Service,No,365,365
184,MEDIARITHMICS SAS,France,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB",Web,DMP / Data Provider,No,365,180
1352,MEDIAVERSE.AI LTD,United Kingdom,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile), Native App (CTV), Other",SSP,No,,
858,"Mediavine, Inc.",United States,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB",Web,"Ad Serving, Header Bidding Service, Identity Resolution Service, Recommendation Service, Website Analytics, Campaign Analytics",SCCs,365,365
1196,MEDIAWAYSS Sp. z o.o.,Poland,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB",Web,"SSP, Ad Serving, Header Bidding Service, Content Delivery Network",No,364,364
1556,Membrana Europe BV,Netherlands,"AT, BE, HR, CZ, DK, FI, FR, DE, GR, IT, NL, NO, PL, PT, RO, SK, ES, SE, GB","Web, Native App (Mobile)","SSP, Ad Serving, Header Bidding Service",No,365,
1209,Memob Plus FZ LLC,Spain,"ES, OTHER","Web, Native App (Mobile)","DSP, Ad Serving, Campaign Analytics, Audience Analytics",No,365,365
1301,METAX SOFTWARE PTE.LTD.,Germany,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (CTV)","SSP, DSP, Header Bidding Service",SCCs,365,365
358,MGID Inc.,Italy,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB",Web,"SSP, DSP, Ad Serving, Header Bidding Service, Recommendation Service","Adequacy Decision, SCCs, Supplementary measures",365,30
1126,Microsoft Advertising,Ireland,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile)","SSP, DSP, Ad Serving, Campaign Analytics","SCCs, Supplementary measures",396,90
1509,Mindearth SRL,Italy,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER",Other,"SSP, DSP, Verification Tool, Ad Serving, Header Bidding Service, DMP / Data Provider, Identity Resolution Service, Content Delivery Network, Recommendation Service, Website Analytics, Buyer, Campaign Analytics, Audience Analytics, Other",No,,365
216,Mindlytix SAS,France,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile)","DSP, DMP / Data Provider, Recommendation Service, Website Analytics, Buyer, Campaign Analytics, Audience Analytics, Other",No,62,123
867,Mintegral International Limited,Netherlands,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile)","SSP, DSP, Ad Serving, Header Bidding Service",SCCs,,730
101,MiQ Digital Ltd,United Kingdom,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","Buyer, Campaign Analytics, Audience Analytics",SCCs,365,180
279,Mirando GmbH & Co KG,Rodornweg 6,DE,Web,Ad Serving,No,,30
687,MISSENA,France,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER",Web,"SSP, Ad Serving, Header Bidding Service",No,360,360
1496,Mistplay Inc.,Canada,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER",Native App (Mobile),Ad Serving,SCCs,30,2557
311,Mobfox US LLC,United States,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, GB","Web, Native App (Mobile), Native App (CTV)","SSP, Ad Serving, Header Bidding Service, Campaign Analytics","Adequacy Decision, SCCs",14,0**
1348,Mobian LLC,United States,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Other","Campaign Analytics, Other",Adequacy Decision,,
581,"Mobilewalla, Inc.",United States,"AT, BE, CY, DK, FI, FR, DE, IE, IT, NL, NO, PL, ES, SE, CH, GB",Native App (Mobile),"DMP / Data Provider, Audience Analytics",SCCs,,1095
1003,Mobility-Ads GmbH,Germany,"AT, DE, CH",Web,Ad Serving,No,30,30
1346,Mobitech LTD,Israel,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","SSP, DSP, Ad Serving",No,0*,0**
898,Mobkoi Ltd,United Kingdom,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB",Web,Ad Serving,No,15,365
663,Mobsuccess,France,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV), Other","DSP, Ad Serving, DMP / Data Provider, Buyer, Campaign Analytics, Audience Analytics",SCCs,365,150
1130,MobUpps International LTD,Israel,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","SSP, DSP, Ad Serving, Header Bidding Service, DMP / Data Provider, Content Delivery Network, Buyer","Adequacy Decision, SCCs, BCRs",730,4320
807,"Moloco, Inc.",United Kingdom,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB",Web,"DSP, Ad Serving, Recommendation Service, Campaign Analytics",SCCs,730,730
737,Monet Engine Inc,United States,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB",Web,"SSP, Ad Serving, Header Bidding Service",No,365,180
1409,Motorik spolka z ograniczona odpowiedzialnoscia,Poland,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV), Other",Ad Serving,"Adequacy Decision, SCCs",,1825
1416,Moving Up S.r.l.,Italy,IT,"Web, Native App (Mobile), Native App (CTV), Other","SSP, DSP, Ad Serving, Header Bidding Service, Content Delivery Network, Website Analytics, Buyer",Adequacy Decision,,30
1359,MULTIBRAIN INC.,United States,GB,"Web, Native App (Mobile)",DSP,No,30,30
1366,myCast TV,Israel,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Native App (Mobile), Native App (CTV), Other","SSP, DSP, Ad Serving, Header Bidding Service, Buyer",No,,30
1290,MYGARU UKR,Estonia,OTHER,"Web, Native App (Mobile), Other",Identity Resolution Service,SCCs,0*,365
681,MyTraffic,Paris,"BE, FR, DE, IT, LU, NL, ES, GB",Web,"Recommendation Service, Other",No,,365
20,N.Rich Technologies Inc.,Finland,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER",Web,"DSP, Ad Serving, DMP / Data Provider, Website Analytics, Campaign Analytics, Audience Analytics, Other",Adequacy Decision,540,540
1505,Nadex Limited,United Arab Emirates,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile), Native App (CTV), Other","SSP, DSP, Verification Tool, Ad Serving, Header Bidding Service, DMP / Data Provider, Identity Resolution Service, Content Delivery Network, Recommendation Service, Website Analytics, Buyer, Campaign Analytics, Audience Analytics, Other",Supplementary measures,14,4320
72,Nano Interactive Group Ltd.,United Kingdom,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","DMP / Data Provider, Recommendation Service, Buyer, Campaign Analytics, Audience Analytics",No,,730
1133,Nativery Srl,Italy,"IT, ES",Web,Ad Serving,No,365,
263,"Nativo, Inc.",United States,"HR, FI, FR, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, GB","Web, Native App (Mobile)","SSP, DSP, Ad Serving, Header Bidding Service",SCCs,365,730
878,Natív Hirdetés Korlátolt Felelősségű Társaság,Hungary,HU,Web,"SSP, DSP, Ad Serving, Recommendation Service, Campaign Analytics",No,60,60
709,"NC Audience Exchange, LLC",Se1 9gf,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Other","Website Analytics, Audience Analytics","SCCs, Supplementary measures",365,396
34,NEORY GmbH,Germany,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile)","DSP, Ad Serving, Header Bidding Service, DMP / Data Provider, Content Delivery Network, Recommendation Service, Campaign Analytics",No,90,90
982,Netpoint Media GmbH,Germany,"AT, DE, ES, CH","Web, Native App (Mobile), Native App (CTV), Other","Ad Serving, Content Delivery Network, Other",No,0*,
37,NEURAL.ONE,Spain,ES,"Web, Other","Ad Serving, Website Analytics, Campaign Analytics, Audience Analytics",No,365,90
519,Newsroom AI Ltd,United Kingdom,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile)","Ad Serving, Content Delivery Network, Campaign Analytics",No,,4320
502,NEXD,Estonia,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV), Other","Verification Tool, Ad Serving, Content Delivery Network, Campaign Analytics","Adequacy Decision, SCCs, BCRs, Supplementary measures",,2920
1286,NexInsight LLC,Ukraine,OTHER,"Web, Native App (Mobile), Native App (CTV), Other","Verification Tool, Website Analytics, Campaign Analytics, Audience Analytics",SCCs,60,30
568,Next Different SpA,Italy,"IT, ES","Web, Native App (Mobile)","DSP, DMP / Data Provider, Identity Resolution Service, Audience Analytics",No,180,180
1439,NEXT MEDIA SOLUTIONS,France,"BE, FR, LU, NL","Web, Native App (Mobile), Native App (CTV), Other","DMP / Data Provider, Identity Resolution Service, Audience Analytics",No,,90
1060,Next Millennium Media INC,United States,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","SSP, DSP, Ad Serving, Header Bidding Service, Buyer",SCCs,365,7
130,"NextRoll, Inc.",Ireland,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile)","DSP, Website Analytics, Campaign Analytics, Audience Analytics",SCCs,395,365
965,Nexx360,France,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER",Web,"SSP, Header Bidding Service",No,180,
36,Nexxen Group LLC,United States,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","SSP, DSP, Ad Serving, Header Bidding Service, DMP / Data Provider, Campaign Analytics",SCCs,365,30
23,Nexxen Inc.,Israel,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","SSP, DSP, Ad Serving, DMP / Data Provider, Campaign Analytics, Audience Analytics",SCCs,180,400
1388,NHNACE,South Korea,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","SSP, DSP, Ad Serving",Adequacy Decision,180,180
812,Nielsen International SA,Switzerland,"DK, FR, DE, GR, IT, NO, PL, ES, SE, GB","Web, Native App (Mobile)","Verification Tool, Campaign Analytics, Audience Analytics","Adequacy Decision, SCCs",390,390
373,Nielsen Media Research Ltd.,United Kingdom,"FR, DE, IT, ES, GB",Web,DMP / Data Provider,"Adequacy Decision, SCCs, Supplementary measures",120,
1550,Nimbus Advertising Solutions Inc.,United States,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB",Native App (Mobile),"SSP, Header Bidding Service","Adequacy Decision, BCRs, Supplementary measures",,90
1303,NinaData Oy,Finland,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","DSP, Ad Serving, DMP / Data Provider, Buyer",No,2486,
1361,Nitrouppi LTD,Israel,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","SSP, DSP, Ad Serving, Header Bidding Service","Adequacy Decision, SCCs, BCRs",365,180
1085,Njuice AB,Sweden,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile)","SSP, DSP, Ad Serving, Content Delivery Network",No,400,400
816,"NoBid, Inc.",Portugal,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","SSP, Ad Serving, Header Bidding Service",No,7,
1360,Nodals AI Ltd,United Kingdom,GB,Web,"DSP, Header Bidding Service",No,,730
1332,Nordic Data Resources AS,Norway,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","DMP / Data Provider, Identity Resolution Service, Audience Analytics","Adequacy Decision, SCCs",365,365
646,Notify,France,FR,"Web, Native App (Mobile)","Recommendation Service, Audience Analytics, Other",No,365,
1558,NOVABEYOND LIMITED,Hong Kong,"AT, BE, BG, DK, FI, FR, DE, GR, HU, IT, LT, NL, PL, PT, RO, ES, SE, CH, GB",Native App (Mobile),DSP,"SCCs, Supplementary measures",,180
1119,Novatiq limited,United Kingdom,"AT, DE, PL, ES, GB, OTHER","Web, Native App (Mobile), Other","Verification Tool, Identity Resolution Service",No,365,
1398,Nowtilus GmbH,Germany,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile), Native App (CTV), Other","Verification Tool, Content Delivery Network, Audience Analytics, Other",No,,183
784,Nubo LTD,Cyprus,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)",Ad Serving,No,0*,1
388,Numberly,France,"AT, BE, FR, DE, GR, IE, IT, LU, NL, PT, RO, ES, CH, GB","Web, Native App (Mobile), Native App (CTV)","Ad Serving, DMP / Data Provider, Website Analytics, Buyer, Campaign Analytics, Audience Analytics",No,180,183
1441,Octopads,France,FR,"Web, Native App (Mobile), Native App (CTV)","Content Delivery Network, Buyer, Campaign Analytics, Audience Analytics",No,,180
